日期,药品类型,销售额
2018-07-26,西药,3999.91
2022-08-17,西药,2770.62
2015-05-29,中成药,4448.17
2017-03-31,中成药,3609.17
2017-06-29,西药,1443.99
2016-02-17,中成药,1912.32
2021-05-17,中成药,2782.07
2017-08-02,中成药,4370.85
2014-08-29,西药,3782.99
2020-08-26,西药,4549.88
2016-09-29,西药,4037.59
2019-12-27,中成药,1204.6
2018-12-09,中成药,4302.84
2021-08-25,西药,2876.1
2023-06-12,西药,2687.1
2019-06-28,西药,1226.72
2023-09-02,西药,4114.06
2018-02-03,中成药,3873.82
2022-09-06,中成药,1989.85
2019-01-09,中成药,1099.89
2023-08-17,中成药,3666.84
2014-11-24,西药,1510.32
2022-05-13,中成药,1783.92
2022-02-08,中成药,1437.93
2019-01-16,中成药,4091.09
2023-12-02,中成药,2138.05
2020-02-24,中成药,2044.65
2023-12-04,西药,4249.65
2019-06-13,中成药,1202.29
2021-04-03,中成药,2713.41
2015-06-04,西药,2261.16
2017-09-22,中成药,4594.24
2016-08-21,西药,2923.89
2018-01-04,西药,2572.78
2016-04-02,中成药,1356.5
2018-04-14,西药,4353.97
2014-03-12,中成药,4849.79
2023-03-08,中成药,4719.69
2015-03-23,西药,2588.73
2020-11-19,中成药,3904.34
2016-01-26,中成药,4251.94
2017-08-27,西药,2262.51
2022-10-29,西药,2936.85
2014-02-14,中成药,4548.85
2018-12-02,中成药,3270.91
2021-08-01,中成药,3112.76
2020-11-16,西药,3876.98
2017-09-02,西药,4341.92
2016-09-09,西药,3351.08
2014-09-25,西药,4779.06
2019-08-13,中成药,3525.5
2019-11-17,西药,4632.07
2018-12-18,西药,2052.99
2021-05-27,中成药,4866.49
2016-07-28,西药,3260.09
2023-09-25,西药,2663.65
2023-03-16,中成药,4310.32
2020-09-21,西药,3215.97
2023-08-17,西药,2137.15
2022-01-13,西药,3353.72
2014-08-28,中成药,4877.21
2014-07-15,西药,2650.47
2016-03-02,中成药,3377.91
2017-05-25,中成药,2103.07
2022-07-11,西药,4943.74
2020-04-09,中成药,4738.18
2018-11-18,中成药,2833.73
2015-07-07,西药,1695.58
2022-02-21,中成药,2354.03
2014-05-28,西药,3088.97
2017-07-29,中成药,4357.35
2021-11-20,中成药,4048.52
2019-09-13,西药,2519.92
2017-08-23,西药,4520.63
2017-02-07,西药,3810.54
2019-09-07,西药,1000.12
2022-04-09,西药,1508.44
2019-07-12,西药,4175.27
2023-11-04,西药,3420.29
2017-06-13,西药,3890.83
2019-10-14,中成药,3332.52
2019-02-18,中成药,2609.63
2019-04-28,中成药,4665.68
2016-03-10,西药,4576.76
2022-12-01,西药,4196.33
2014-04-09,中成药,3903.82
2016-05-26,中成药,1048.48
2017-03-13,中成药,1457.95
2020-05-06,中成药,1549.2
2020-11-06,西药,2360.02
2018-03-05,中成药,2590.45
2023-05-28,中成药,3312.29
2014-07-20,西药,4610.21
2023-03-04,中成药,4235.43
2015-04-02,西药,2637.65
2020-04-01,西药,4589.54
2022-09-22,中成药,4742.09
2023-04-07,西药,1929.16
2020-03-19,西药,1351.15
2021-06-09,中成药,3707.49
2023-05-16,西药,1774.5
2021-12-25,中成药,4984.9
2020-05-11,西药,3967.91
2019-10-03,中成药,1502.2
2019-12-02,中成药,3689.0
2018-08-28,中成药,1269.02
2019-04-09,中成药,3859.01
2015-01-26,中成药,3775.79
2019-05-30,中成药,1094.83
2023-02-28,中成药,4160.53
2014-02-13,中成药,3918.42
2017-12-03,中成药,2746.46
2014-10-01,西药,3686.29
2021-05-11,中成药,2936.69
2014-12-05,西药,2591.42
2015-12-16,西药,4471.67
2019-03-19,中成药,2724.94
2015-02-19,中成药,3950.0
2014-02-19,西药,1431.57
2017-09-22,西药,4132.79
2017-09-04,中成药,2349.38
2015-08-19,西药,3328.68
2017-06-10,中成药,2793.28
2014-07-31,西药,2977.68
2015-07-20,中成药,3893.68
2016-05-03,西药,1864.15
2017-07-02,西药,2198.26
2019-09-18,中成药,2776.41
2014-05-08,中成药,1677.97
2022-05-26,中成药,1072.12
2019-12-16,西药,3394.25
2022-11-12,西药,4698.63
2022-11-14,中成药,3112.71
2022-10-28,西药,3156.78
2022-09-24,中成药,3965.23
2018-06-08,中成药,3465.2
2015-07-09,中成药,3784.08
2017-12-30,西药,2211.72
2023-10-23,中成药,3844.49
2022-12-25,西药,2294.1
2018-07-11,中成药,1880.45
2021-07-06,西药,3649.27
2015-12-10,中成药,1157.37
2018-01-03,西药,4939.43
2021-02-18,中成药,4790.74
2017-06-03,西药,2630.34
2018-02-21,中成药,1226.34
2023-08-23,西药,1602.44
2020-01-18,中成药,2661.77
2016-01-17,西药,1292.78
2023-04-18,中成药,4402.32
2015-01-12,中成药,3510.83
2016-08-30,中成药,4154.46
2018-08-09,中成药,3769.44
2019-03-18,西药,4878.89
2023-11-13,西药,2626.55
2019-04-16,西药,2021.35
2023-04-16,西药,4498.99
2021-11-11,西药,4966.5
2015-05-27,西药,4884.23
2023-10-27,西药,3998.9
2018-07-13,中成药,2478.3
2017-09-01,中成药,1446.05
2016-02-25,中成药,3346.43
2021-08-15,西药,3901.31
2017-01-30,中成药,1375.43
2017-01-10,西药,4219.63
2022-08-29,西药,1773.36
2016-06-02,西药,2904.07
2021-02-21,中成药,2778.29
2019-07-24,西药,1841.27
2020-12-12,中成药,4889.85
2016-09-01,中成药,2312.77
2020-02-23,中成药,4120.85
2015-12-05,西药,4222.68
2020-01-26,中成药,2900.36
2015-06-28,中成药,3453.65
2020-05-24,西药,4517.12
2022-06-01,中成药,3049.04
2017-03-05,西药,2644.08
2017-03-25,西药,1568.55
2014-11-29,中成药,1407.13
2019-12-11,中成药,2770.31
2019-09-30,西药,2138.17
2019-05-14,中成药,3684.37
2022-12-09,西药,4366.46
2019-05-06,中成药,4660.24
2023-03-09,中成药,3645.86
2020-05-18,中成药,1756.78
2021-11-16,中成药,1428.12
2023-10-16,西药,1415.84
2018-07-06,西药,1266.26
2017-05-31,西药,2546.16
2023-08-02,西药,1747.09
2014-07-13,西药,1709.76
2021-04-11,中成药,3035.84
2021-04-20,中成药,1347.87
2019-04-19,中成药,3632.64
2017-03-11,中成药,2030.43
2021-08-30,中成药,2421.14
2023-04-13,中成药,4957.12
2015-12-06,西药,4473.09
2016-11-24,中成药,2761.29
2021-10-31,中成药,1418.64
2021-06-24,中成药,1272.15
2018-11-21,中成药,2255.5
2019-03-31,中成药,2523.97
2018-06-15,西药,1468.82
2016-03-01,西药,2563.62
2020-02-29,中成药,3397.2
2023-06-30,中成药,4790.49
2021-05-14,中成药,1897.53
2014-05-10,西药,1388.71
2021-10-30,中成药,1372.07
2018-06-17,中成药,3768.29
2022-01-10,中成药,1029.85
2021-09-26,中成药,3966.74
2021-03-25,西药,2940.92
2018-12-24,中成药,4682.96
2020-03-19,中成药,1326.3
2019-02-05,中成药,4741.94
2017-09-11,西药,4091.69
2022-11-23,中成药,2487.35
2017-05-18,西药,1157.84
2020-08-07,西药,2155.87
2017-02-23,中成药,1432.1
2022-10-03,西药,2111.56
2018-09-23,中成药,3710.13
2019-07-11,西药,4953.68
2015-11-01,中成药,1288.79
2018-10-02,西药,4116.41
2023-01-18,西药,2233.41
2016-05-06,西药,2839.2
2016-11-13,西药,4171.42
2015-07-15,西药,4822.61
2014-11-01,中成药,3013.67
2022-01-02,中成药,1846.03
2019-01-26,西药,4392.44
2015-12-22,西药,1375.6
2020-12-12,西药,3072.04
2020-01-30,中成药,4497.23
2018-06-04,中成药,3076.9
2015-03-07,西药,2813.16
2017-02-09,中成药,1416.9
2014-09-03,中成药,2822.63
2015-06-06,中成药,2275.01
2017-08-24,中成药,1862.96
2021-11-21,西药,1699.13
2022-10-22,西药,3060.77
2021-06-12,西药,4375.25
2019-12-10,中成药,2532.86
2021-03-25,中成药,4952.5
2015-01-27,西药,2382.78
2021-12-21,西药,3927.49
2014-12-17,西药,1207.29
2021-05-19,西药,3276.83
2019-02-09,西药,4872.31
2015-06-09,中成药,4480.4
2021-02-16,西药,2738.12
2022-10-05,中成药,2762.41
2014-06-28,西药,3343.1
2021-04-01,西药,1537.73
2020-05-28,西药,3525.5
2021-02-18,西药,1875.09
2014-06-24,西药,3503.44
2017-06-24,西药,4064.46
2020-03-31,西药,1196.88
2019-08-31,西药,2294.12
2021-05-02,西药,4909.83
2022-04-01,中成药,1362.88
2015-03-09,西药,3238.56
2023-01-11,西药,2089.26
2023-06-07,西药,3039.94
2018-10-23,西药,4267.9
2022-04-22,西药,2336.18
2020-01-26,西药,4689.74
2021-06-25,中成药,2067.18
2023-06-12,中成药,2280.24
2015-11-30,西药,1994.86
2014-04-13,中成药,3425.72
2020-12-04,中成药,3232.68
2020-10-08,西药,4763.97
2015-08-28,西药,4988.5
2021-06-13,西药,1870.35
2017-01-01,西药,3241.76
2017-05-04,西药,1616.58
2016-12-01,中成药,1648.93
2020-11-04,西药,3389.25
2021-06-12,中成药,1121.42
2016-03-01,中成药,1927.79
2021-07-16,中成药,3016.53
2018-02-07,西药,2239.15
2018-09-11,西药,3347.75
2019-04-15,西药,3447.32
2018-04-01,中成药,4658.19
2014-04-22,中成药,1374.7
2018-05-28,西药,1007.97
2021-12-16,中成药,4283.4
2017-02-21,西药,1030.66
2017-05-06,西药,4334.6
2016-03-26,中成药,4024.65
2023-03-21,西药,2378.39
2014-04-29,西药,1097.26
2018-05-24,西药,3442.19
2017-11-01,西药,4631.6
2014-02-26,西药,4232.48
2022-10-31,中成药,4364.38
2021-09-22,中成药,2306.96
2014-10-20,西药,1960.58
2022-09-18,中成药,2821.86
2018-03-29,中成药,4908.03
2017-02-28,中成药,1455.35
2022-10-11,西药,2408.92
2020-02-04,中成药,2680.04
2020-09-09,中成药,2371.72
2022-10-12,中成药,4426.29
2017-12-14,西药,2637.65
2020-01-22,中成药,2261.45
2016-09-07,西药,2639.62
2017-10-30,中成药,1292.33
2017-03-02,西药,3809.04
2016-03-14,中成药,1270.45
2023-02-08,中成药,1355.09
2017-06-27,中成药,1310.6
2016-06-16,中成药,1166.69
2017-04-20,中成药,3753.1
2017-06-25,中成药,4383.69
2021-09-01,西药,2262.67
2020-12-11,中成药,2940.07
2018-07-20,西药,3334.85
2018-10-04,中成药,4352.62
2021-02-06,西药,2453.62
2022-07-12,西药,2560.95
2022-10-09,中成药,2316.3
2022-09-08,中成药,2670.83
2020-09-26,中成药,4808.25
2016-07-14,中成药,2143.63
2016-10-23,西药,4782.79
2022-12-18,西药,3011.13
2014-09-26,中成药,4398.59
2022-09-11,西药,3072.82
2017-05-03,中成药,2542.05
2019-07-23,西药,4967.85
2023-12-30,中成药,1516.15
2021-11-01,西药,1565.53
2020-11-07,西药,1352.54
2021-02-15,中成药,4906.47
2016-04-23,西药,2948.25
2014-02-28,西药,1746.28
2015-11-03,中成药,4473.09
2019-07-27,西药,4916.61
2016-08-18,中成药,3782.47
2017-08-18,中成药,1835.53
2021-03-20,西药,1516.28
2015-05-14,中成药,4669.25
2020-11-12,西药,1846.98
2022-02-19,中成药,1078.61
2020-08-18,西药,1172.4
2015-10-27,中成药,3634.83
2023-03-30,中成药,2149.61
2022-02-03,西药,4706.34
2023-05-30,中成药,3480.01
2015-09-03,中成药,4803.45
2019-02-28,中成药,1657.62
2023-10-25,西药,1967.06
2023-10-10,西药,1505.13
2014-05-15,中成药,2437.96
2022-04-12,中成药,1423.19
2018-11-17,中成药,1227.91
2018-06-11,西药,1686.78
2018-04-11,西药,2835.76
2022-08-15,西药,1333.03
2023-08-22,中成药,4135.89
2018-02-04,中成药,1717.02
2016-04-28,中成药,1103.25
2018-09-04,西药,3264.72
2021-05-30,中成药,3945.89
2017-03-19,中成药,3714.68
2016-11-09,西药,3627.12
2022-06-03,中成药,3319.09
2022-12-10,西药,4606.52
2023-02-15,中成药,4574.04
2022-07-03,中成药,2986.06
2021-03-14,中成药,2668.66
2017-01-22,西药,3372.89
2015-02-15,中成药,4211.41
2015-07-12,中成药,3371.76
2014-05-26,西药,1149.39
2021-02-01,中成药,4540.96
2019-01-31,西药,3490.76
2014-11-23,西药,3981.76
2021-01-08,中成药,2373.1
2019-06-27,中成药,2444.3
2023-12-12,西药,1317.0
2020-08-01,中成药,1987.84
2017-12-19,西药,2129.89
2023-10-31,西药,2638.24
2023-10-02,中成药,3136.14
2019-05-09,中成药,3292.17
2015-04-11,中成药,1557.42
2023-03-18,西药,1358.8
2018-06-19,中成药,1817.27
2018-04-21,西药,3153.33
2020-07-07,中成药,2842.93
2019-05-14,西药,4221.72
2023-12-17,中成药,2720.7
2018-03-25,西药,2012.41
2022-11-20,中成药,3415.17
2017-06-25,西药,3454.42
2018-02-20,西药,2329.82
2023-06-21,西药,4643.34
2016-12-09,中成药,2837.06
2019-11-01,中成药,1460.58
2018-08-27,西药,3306.81
2019-02-15,西药,1222.42
2016-06-10,西药,3548.81
2015-12-07,西药,1447.68
2016-05-10,中成药,1569.0
2019-04-20,中成药,2581.04
2015-03-07,中成药,4102.11
2018-04-08,西药,1054.98
2022-04-14,中成药,3054.07
2017-09-15,西药,2062.33
2015-03-08,中成药,3097.56
2020-02-16,西药,2935.21
2021-01-28,西药,4076.24
2017-02-01,中成药,4515.92
2021-02-08,中成药,2328.69
2014-06-25,西药,4425.96
2020-11-07,中成药,4478.6
2018-12-03,中成药,2958.5
2021-04-05,西药,4573.22
2017-05-27,西药,4923.95
2016-09-27,西药,1987.92
2021-08-30,西药,3730.05
2014-10-11,中成药,2568.98
2023-01-17,西药,3147.44
2023-01-27,中成药,4231.33
2022-03-23,西药,1291.59
2023-03-15,西药,1302.11
2022-12-04,西药,1622.77
2021-07-03,西药,2175.67
2022-06-11,中成药,2629.63
2020-05-01,中成药,4780.1
2015-10-15,西药,4483.88
2020-01-28,中成药,2399.75
2017-12-11,中成药,2326.26
2016-06-30,西药,4098.54
2022-07-14,中成药,3216.4
2018-01-30,西药,1939.89
2015-06-02,西药,3785.16
2023-04-05,中成药,1656.25
2017-01-19,西药,2199.68
2015-04-30,西药,2904.2
2022-04-21,西药,4175.82
2018-03-15,西药,3704.11
2018-04-17,中成药,1801.13
2018-07-10,中成药,3236.24
2014-01-28,中成药,3391.6
2020-11-22,中成药,1665.02
2021-07-03,中成药,4246.51
2021-04-20,西药,2212.88
2020-08-01,西药,4438.58
2023-06-28,西药,1374.08
2015-01-03,西药,4508.8
2017-10-26,西药,4979.28
2020-06-23,西药,1270.42
2021-03-14,西药,4511.0
2014-12-27,中成药,4753.36
2021-02-05,中成药,4005.69
2014-08-02,中成药,2766.12
2017-11-07,西药,1650.8
2018-05-19,中成药,1410.27
2018-07-08,西药,4215.26
2020-08-21,西药,1434.73
2018-11-16,中成药,2225.85
2016-04-20,中成药,2384.4
2014-09-05,西药,2413.41
2017-03-15,西药,2675.79
2022-03-21,西药,3452.46
2022-06-15,中成药,3047.75
2018-01-05,中成药,3362.55
2016-09-28,西药,1998.18
2014-05-23,中成药,3313.12
2021-11-20,西药,4744.71
2021-07-26,西药,1325.79
2014-07-09,西药,2127.42
2022-04-20,西药,3291.09
2017-09-14,中成药,4080.63
2016-11-26,中成药,4214.41
2018-01-31,西药,4268.51
2022-09-28,西药,3514.02
2023-11-04,中成药,3007.74
2023-05-03,中成药,4438.01
2019-08-05,中成药,1874.86
2021-06-26,中成药,4110.91
2021-02-04,西药,4741.58
2017-11-07,中成药,3666.4
2022-09-06,西药,3580.95
2020-12-16,中成药,4349.89
2020-09-01,西药,1529.07
2021-12-12,中成药,2513.26
2022-12-03,中成药,4381.32
2023-01-16,西药,1466.99
2023-08-27,西药,3109.02
2019-08-29,中成药,3647.34
2020-07-18,西药,1748.5
2015-11-25,中成药,4093.89
2020-08-15,西药,2654.07
2023-10-11,中成药,4783.11
2020-09-04,西药,3784.32
2022-09-25,中成药,4871.46
2022-03-16,西药,2995.87
2021-09-01,中成药,2072.57
2023-07-31,中成药,3668.15
2017-12-23,中成药,3090.04
2015-09-21,中成药,1802.1
2020-07-22,西药,2320.62
2018-01-01,西药,1726.46
2016-07-03,中成药,4194.86
2016-07-22,中成药,1172.69
2016-12-10,西药,4313.0
2018-01-05,西药,3644.06
2023-05-27,西药,1718.6
2019-05-02,中成药,3925.99
2020-05-22,西药,4355.42
2014-04-21,西药,3273.23
2019-11-09,西药,2352.34
2022-02-08,西药,4863.35
2023-09-19,中成药,4342.29
2020-02-05,西药,4216.66
2014-01-28,西药,4687.5
2022-01-11,西药,2770.77
2023-01-04,西药,4767.62
2022-10-28,中成药,3381.11
2019-12-22,中成药,4054.77
2017-11-26,中成药,3626.52
2023-03-14,中成药,1922.94
2018-08-12,中成药,1763.71
2018-01-20,西药,2381.37
2017-08-17,中成药,2730.92
2017-06-07,中成药,4415.85
2022-05-04,西药,4103.46
2021-02-11,西药,1255.18
2015-03-15,中成药,3863.89
2018-01-29,西药,4881.03
2016-12-08,西药,4286.55
2022-12-19,西药,2768.26
2023-05-04,中成药,2928.9
2020-03-18,西药,3461.68
2015-08-20,中成药,2383.53
2015-10-01,中成药,1968.18
2019-01-28,中成药,3956.27
2018-11-26,西药,4352.92
2014-02-27,西药,4485.84
2018-04-29,中成药,4298.97
2023-07-13,西药,2598.88
2014-11-19,西药,4562.11
2015-07-06,西药,4711.01
2023-08-06,西药,1832.93
2023-02-16,中成药,2328.0
2021-02-03,西药,4318.26
2022-10-18,中成药,2744.28
2018-02-19,中成药,2143.03
2014-05-05,西药,4412.04
2023-09-17,中成药,3757.12
2014-11-21,中成药,4156.68
2020-10-14,中成药,2427.93
2021-04-01,中成药,4097.94
2022-03-27,中成药,2819.83
2017-07-05,中成药,1200.9
2023-09-09,西药,3549.62
2023-05-31,中成药,4423.7
2021-07-04,中成药,2785.31
2016-11-14,中成药,3310.37
2023-11-19,中成药,4750.82
2018-11-22,中成药,4360.43
2019-09-17,中成药,1707.59
2021-09-23,西药,2096.85
2015-09-26,西药,2919.76
2021-09-29,西药,4434.4
2020-02-13,西药,4518.41
2022-09-27,西药,1986.63
2015-02-25,西药,3654.15
2020-01-28,西药,4129.7
2021-08-05,西药,1197.24
2016-06-19,中成药,4826.01
2017-10-27,西药,4924.57
2015-09-04,中成药,2729.34
2023-02-02,中成药,1341.61
2017-02-24,西药,3288.19
2019-08-27,中成药,2183.3
2018-07-03,中成药,4607.1
2021-08-02,西药,3598.22
2020-05-05,西药,4445.67
2016-06-03,中成药,2503.55
2018-03-01,中成药,1717.46
2015-12-08,中成药,2079.0
2015-05-21,中成药,1884.84
2023-07-02,中成药,2991.79
2020-04-11,西药,4862.56
2023-08-08,西药,1766.09
2015-12-15,西药,4807.25
2016-06-04,中成药,2837.79
2017-11-15,西药,1116.68
2021-10-27,西药,4782.86
2014-08-12,西药,4013.51
2015-09-27,西药,2166.65
2018-09-27,西药,1624.83
2015-05-04,西药,1205.7
2019-12-05,中成药,1344.53
2021-08-17,中成药,4902.41
2023-11-24,西药,2693.43
2021-01-09,西药,3058.97
2020-02-08,西药,3194.35
2014-06-11,西药,2119.74
2018-04-22,中成药,2075.41
2022-06-12,西药,1568.73
2023-11-11,西药,1450.44
2022-12-13,西药,4553.09
2014-11-12,中成药,3853.4
2017-08-05,中成药,2509.27
2014-05-11,西药,4960.22
2016-04-24,中成药,3425.01
2023-02-22,西药,3110.32
2015-11-11,中成药,2107.31
2016-10-10,西药,4925.19
2015-11-14,中成药,3932.45
2020-04-28,中成药,2209.87
2018-07-14,中成药,3890.95
2023-08-18,中成药,3343.11
2014-05-12,中成药,1560.34
2019-02-16,西药,1849.79
2023-08-28,中成药,4719.48
2020-06-20,西药,1000.91
2016-12-06,西药,3163.18
2023-12-01,西药,3127.73
2020-04-12,中成药,2574.22
2022-12-23,中成药,2465.15
2020-06-08,中成药,1999.89
2020-12-31,中成药,3403.17
2017-12-07,西药,2677.79
2016-10-03,西药,1556.98
2023-12-20,中成药,3281.25
2020-12-18,西药,1247.79
2019-06-23,西药,1645.47
2023-03-05,中成药,3284.85
2021-07-14,中成药,1931.43
2017-01-25,中成药,4178.31
2021-11-08,西药,2064.41
2015-08-07,中成药,4328.54
2023-05-14,中成药,4659.0
2023-03-25,中成药,1684.34
2021-06-07,西药,3863.94
2016-03-27,中成药,3659.65
2019-10-20,中成药,1227.53
2021-03-11,中成药,3788.67
2015-07-27,中成药,2068.11
2014-10-03,西药,4408.73
2023-06-16,西药,4207.66
2023-05-22,中成药,3511.83
2016-10-07,西药,3240.67
2020-08-20,西药,1564.8
2014-03-07,中成药,2669.64
2014-07-24,西药,1365.15
2017-03-21,西药,4653.15
2016-12-09,西药,2431.19
2018-02-09,中成药,3690.81
2022-12-03,西药,3908.65
2014-03-16,西药,2114.59
2015-05-26,西药,2189.4
2020-09-18,西药,1646.78
2017-07-04,中成药,4178.06
2014-02-17,中成药,4083.87
2018-11-03,中成药,1930.02
2021-11-27,中成药,1112.49
2022-09-10,西药,3838.95
2016-09-24,中成药,4005.5
2014-12-02,中成药,1693.49
2023-10-20,中成药,2257.74
2023-12-28,中成药,1634.08
2016-01-19,中成药,3477.96
2023-12-05,西药,4657.36
2022-12-14,西药,3427.89
2014-04-18,西药,1949.0
2020-12-02,西药,3633.23
2016-05-15,中成药,2225.01
2014-01-29,西药,1783.93
2018-09-25,西药,3763.54
2022-08-20,中成药,2504.76
2021-12-06,中成药,4861.79
2022-06-09,西药,2489.23
2020-05-19,中成药,3044.45
2016-06-07,中成药,3752.54
2017-10-31,西药,1760.43
2017-04-05,中成药,4289.69
2020-06-02,中成药,3177.03
2021-08-24,中成药,2837.37
2018-02-14,西药,2150.53
2022-08-03,西药,3197.65
2019-03-08,中成药,4203.92
2019-09-03,西药,4326.07
2017-10-21,中成药,2782.17
2014-05-29,西药,1863.28
2018-04-30,中成药,2775.68
2023-05-23,西药,3535.56
2020-07-24,中成药,1240.91
2021-04-26,中成药,4842.99
2022-02-24,西药,3465.16
2018-03-07,西药,2149.85
2020-09-25,中成药,4039.29
2022-12-24,中成药,4019.73
2016-06-26,中成药,1328.69
2021-06-24,西药,2267.62
2016-10-30,中成药,1805.46
2021-10-20,中成药,4936.36
2023-08-26,西药,2948.33
2023-05-23,中成药,4638.35
2018-05-30,西药,1645.45
2017-07-01,西药,4820.46
2023-01-01,中成药,1311.52
2015-10-31,西药,3720.91
2015-05-10,西药,4276.41
2023-11-11,中成药,3073.6
2023-07-15,西药,1505.86
2014-02-21,中成药,2257.42
2020-01-06,中成药,3582.29
2016-01-20,中成药,2519.14
2017-03-06,西药,3856.13
2023-12-13,西药,2544.95
2020-06-24,中成药,3896.12
2014-02-15,中成药,1478.38
2021-03-11,西药,1332.89
2016-10-10,中成药,3923.28
2019-12-14,中成药,4199.13
2016-12-23,中成药,1908.72
2020-03-18,中成药,2706.0
2017-01-27,中成药,4422.78
2020-11-21,西药,3402.33
